date,bar_of_day,global_bar,target_delta,spx_spot,skip_reason,contract_idx,contract_strike,contract_delta,contract_mid_at_entry
2022-05-17,126,5976,0.5,4066.090087890625,,75,4065.0,0.5202316641807556,14.899999618530273
2022-05-18,32,6272,0.4,4023.31005859375,,119,4035.0,0.4086676836013794,13.5
2022-05-18,32,6272,0.5,4023.31005859375,,115,4025.0,0.49427664279937744,18.399999618530273
2022-05-19,123,6753,0.4,3911.43994140625,,80,3925.0,0.3836122155189514,11.5
2022-05-19,123,6753,0.5,3911.43994140625,,74,3910.0,0.5203390717506409,18.299999237060547
2022-05-20,31,7051,0.4,3928.929931640625,,151,3945.0,0.4026842713356018,17.200000762939453
2022-05-20,31,7051,0.5,3928.929931640625,,145,3930.0,0.5001884698867798,21.56999969482422
2022-05-23,78,7488,0.4,3953.679931640625,,119,3965.0,0.41338449716567993,14.100000381469727
2022-05-23,78,7488,0.5,3953.679931640625,,115,3955.0,0.49679192900657654,19.100000381469727
2022-05-24,126,7926,0.4,3891.409912109375,,81,3905.0,0.3812091052532196,11.199999809265137
2022-05-24,126,7926,0.5,3891.409912109375,,75,3890.0,0.5209367275238037,17.299999237060547
2022-05-25,56,8246,0.4,3962.739990234375,,119,3975.0,0.41455769538879395,15.5
2022-05-25,56,8246,0.5,3962.739990234375,,115,3965.0,0.49073439836502075,20.3700008392334
2022-05-26,61,8641,0.4,4037.330078125,,131,4050.0,0.3850100636482239,10.800000190734863
2022-05-26,61,8641,0.5,4037.330078125,,127,4040.0,0.4831697344779968,15.800000190734863
2022-05-27,52,9022,0.4,4125.72021484375,,185,4135.0,0.3956153690814972,8.899999618530273
2022-05-27,52,9022,0.5,4125.72021484375,,181,4125.0,0.5189684629440308,13.8100004196167
2022-05-31,112,9472,0.4,4124.419921875,,162,4135.0,0.3981523811817169,10.699999809265137
2022-05-31,112,9472,0.5,4124.419921875,,158,4125.0,0.5019841194152832,16.100000381469727
2022-06-01,49,9799,0.4,4111.919921875,,138,4125.0,0.3855021297931671,11.199999809265137
2022-06-01,49,9799,0.5,4111.919921875,,134,4115.0,0.4797166883945465,15.699999809265137
2022-06-03,149,10289,0.4,4107.10009765625,,130,4115.0,0.416891872882843,10.399999618530273
2022-06-03,149,10289,0.5,4107.10009765625,,128,4110.0,0.47311192750930786,12.199999809265137
2022-06-06,75,10605,0.4,4164.009765625,,132,4175.0,0.3711474537849426,7.900000095367432
2022-06-06,75,10605,0.5,4164.009765625,,128,4165.0,0.49750596284866333,12.600000381469727
2022-06-07,80,11000,0.4,4137.60986328125,,129,4145.0,0.4237791895866394,10.579999923706055
2022-06-07,80,11000,0.5,4137.60986328125,,127,4140.0,0.48104327917099,12.579999923706055
2022-06-08,83,11393,0.4,4149.5498046875,,115,4160.0,0.39047694206237793,9.5
2022-06-08,83,11393,0.5,4149.5498046875,,111,4150.0,0.5040032863616943,12.899999618530273
2022-06-09,94,11794,0.4,4087.89990234375,,87,4095.0,0.4250361919403076,10.399999618530273
2022-06-09,94,11794,0.5,4087.89990234375,,85,4090.0,0.48405614495277405,12.699999809265137
2022-06-10,90,12180,0.4,3911.889892578125,,114,3925.0,0.3844500780105591,11.170000076293945
2022-06-10,90,12180,0.5,3911.889892578125,,110,3915.0,0.47892388701438904,15.949999809265137
2022-06-13,84,12564,0.4,3762.969970703125,,56,3780.0,0.3853119909763336,14.699999809265137
2022-06-13,84,12564,0.5,3762.969970703125,,50,3765.0,0.49208196997642517,20.649999618530273
2022-06-14,150,13020,0.4,3742.68994140625,,79,3755.0,0.3882928192615509,11.100000381469727
2022-06-14,150,13020,0.5,3742.68994140625,,75,3745.0,0.4835940897464752,15.0
2022-06-15,124,13384,0.4,3766.10009765625,,113,3790.0,0.39283767342567444,22.600000381469727
2022-06-15,124,13384,0.5,3766.10009765625,,103,3765.0,0.5122330784797668,32.97999954223633
2022-06-16,122,13772,0.4,3676.14990234375,,94,3690.0,0.3852962851524353,12.0
2022-06-16,122,13772,0.5,3676.14990234375,,88,3675.0,0.5169325470924377,19.0
2022-06-17,110,14150,0.4,3674.590087890625,,139,3690.0,0.3862799406051636,13.5
2022-06-17,110,14150,0.5,3674.590087890625,,133,3675.0,0.5036380887031555,20.200000762939453
2022-06-21,99,14529,0.4,3774.6201171875,,133,3785.0,0.3754535913467407,7.900000095367432
2022-06-21,99,14529,0.5,3774.6201171875,,129,3775.0,0.5039244294166565,12.800000190734863
2022-06-22,61,14881,0.4,3785.199951171875,,117,3795.0,0.4003221094608307,10.100000381469727
2022-06-22,61,14881,0.5,3785.199951171875,,113,3785.0,0.5111741423606873,14.699999809265137
2022-06-23,149,15359,0.4,3766.300048828125,,100,3775.0,0.3986743688583374,8.899999618530273
2022-06-23,149,15359,0.5,3766.300048828125,,96,3765.0,0.5240263342857361,13.430000305175781
2022-06-24,78,15678,0.4,3877.949951171875,,156,3885.0,0.420597106218338,9.600000381469727
2022-06-24,78,15678,0.5,3877.949951171875,,154,3880.0,0.4836747646331787,12.0
2022-06-27,44,16034,0.4,3899.56005859375,,140,3910.0,0.4085029363632202,12.020000457763672
2022-06-27,44,16034,0.5,3899.56005859375,,136,3900.0,0.5044907927513123,16.799999237060547
2022-06-28,129,16509,0.4,3867.010009765625,,96,3875.0,0.4092114567756653,9.369999885559082
2022-06-28,129,16509,0.5,3867.010009765625,,94,3870.0,0.4713916480541229,11.800000190734863
2022-06-29,36,16806,0.4,3830.199951171875,,95,3840.0,0.4152512848377228,12.399999618530273
2022-06-29,36,16806,0.5,3830.199951171875,,91,3830.0,0.5106309056282043,17.219999313354492
2022-06-30,131,17291,0.4,3783.719970703125,,113,3795.0,0.4053199589252472,12.65999984741211
2022-06-30,131,17291,0.5,3783.719970703125,,109,3785.0,0.49551528692245483,17.700000762939453
2022-07-01,98,17648,0.4,3778.699951171875,,113,3790.0,0.38842493295669556,10.100000381469727
2022-07-01,98,17648,0.5,3778.699951171875,,109,3780.0,0.49401378631591797,14.430000305175781
2022-07-05,30,17970,0.4,3751.280029296875,,90,3760.0,0.42372405529022217,12.5
2022-07-05,30,17970,0.5,3751.280029296875,,86,3750.0,0.5206716656684875,18.0
2022-07-06,20,18350,0.4,3827.590087890625,no_delta_match,-1,0.0,0.0,0.0
2022-07-06,20,18350,0.5,3827.590087890625,no_delta_match,-1,0.0,0.0,0.0
2022-07-07,75,18795,0.4,3880.3701171875,,98,3890.0,0.37236469984054565,7.0
2022-07-07,75,18795,0.5,3880.3701171875,,94,3880.0,0.5148977041244507,12.300000190734863
2022-07-08,19,19129,0.4,3880.56005859375,no_delta_match,-1,0.0,0.0,0.0
2022-07-08,19,19129,0.5,3880.56005859375,no_delta_match,-1,0.0,0.0,0.0
2022-07-11,34,19534,0.4,3853.419921875,,97,3865.0,0.3873560130596161,10.100000381469727
2022-07-11,34,19534,0.5,3853.419921875,,93,3855.0,0.4924647808074951,14.399999618530273
2022-07-12,85,19975,0.4,3851.280029296875,,84,3860.0,0.38430535793304443,7.300000190734863
2022-07-12,85,19975,0.5,3851.280029296875,,80,3850.0,0.528718113899231,11.899999618530273
2022-07-13,146,20426,0.4,3802.47998046875,,105,3810.0,0.4206872582435608,10.5
2022-07-13,146,20426,0.5,3802.47998046875,,103,3805.0,0.4778345227241516,12.600000381469727
2022-07-14,78,20748,0.4,3733.35009765625,,55,3740.0,0.43343961238861084,11.199999809265137
2022-07-14,78,20748,0.5,3733.35009765625,,53,3735.0,0.4899299442768097,13.550000190734863
2022-07-15,124,21184,0.4,3855.64990234375,,137,3865.0,0.37982016801834106,7.5
2022-07-15,124,21184,0.5,3855.64990234375,,133,3855.0,0.5182253122329712,11.699999809265137
2022-07-18,139,21589,0.4,3892.169921875,,109,3900.0,0.3706258237361908,5.599999904632568
2022-07-18,139,21589,0.5,3892.169921875,,107,3895.0,0.45909780263900757,7.699999809265137
2022-07-19,126,21966,0.4,3908.68994140625,,103,3915.0,0.4046292006969452,6.829999923706055
2022-07-19,126,21966,0.5,3908.68994140625,,101,3910.0,0.4878943860530853,9.0
2022-07-20,100,22330,0.4,3964.52001953125,,130,3975.0,0.36917272210121155,7.400000095367432
2022-07-20,100,22330,0.5,3964.52001953125,,126,3965.0,0.5029231309890747,13.0
2022-07-21,75,22695,0.4,3944.739990234375,,101,3955.0,0.3958883285522461,10.0
2022-07-21,75,22695,0.5,3944.739990234375,,97,3945.0,0.5060762166976929,13.800000190734863
2022-07-22,84,23094,0.4,4001.909912109375,,181,4010.0,0.39492812752723694,7.699999809265137
2022-07-22,84,23094,0.5,4001.909912109375,,179,4005.0,0.4656912684440613,9.800000190734863
2022-07-25,51,23451,0.4,3961.97998046875,,118,3970.0,0.4084227383136749,9.100000381469727
2022-07-25,51,23451,0.5,3961.97998046875,,116,3965.0,0.4721854627132416,11.5
2022-07-26,82,23872,0.4,3935.3798828125,,84,3945.0,0.3735933005809784,7.099999904632568
2022-07-26,82,23872,0.5,3935.3798828125,,80,3935.0,0.5155393481254578,11.739999771118164
2022-07-27,66,24246,0.4,3968.7099609375,,114,3985.0,0.38801974058151245,14.5
2022-07-27,66,24246,0.5,3968.7099609375,,108,3970.0,0.4981781840324402,21.700000762939453
2022-07-28,48,24618,0.4,4001.60009765625,,119,4010.0,0.41231781244277954,10.100000381469727
2022-07-28,48,24618,0.5,4001.60009765625,,115,4000.0,0.5283406376838684,14.890000343322754
2022-07-29,150,25110,0.4,4107.1298828125,,200,4115.0,0.39072492718696594,7.199999809265137
2022-07-29,150,25110,0.5,4107.1298828125,,198,4110.0,0.4662605822086334,9.600000381469727
2022-08-01,16,25366,0.4,4113.4599609375,no_delta_match,-1,0.0,0.0,0.0
2022-08-01,16,25366,0.5,4113.4599609375,no_delta_match,-1,0.0,0.0,0.0
2022-08-02,28,25768,0.4,4098.22998046875,no_delta_match,-1,0.0,0.0,0.0
2022-08-02,28,25768,0.5,4098.22998046875,no_delta_match,-1,0.0,0.0,0.0
2022-08-03,41,26171,0.4,4134.81982421875,,145,4145.0,0.3785237967967987,7.900000095367432
2022-08-03,41,26171,0.5,4134.81982421875,,141,4135.0,0.5088365077972412,12.199999809265137
2022-08-04,146,26666,0.4,4152.9599609375,,112,4160.0,0.39875921607017517,7.099999904632568
2022-08-04,146,26666,0.5,4152.9599609375,,110,4155.0,0.4765525758266449,9.100000381469727
2022-08-05,109,27019,0.4,4128.2099609375,,155,4135.0,0.4006862938404083,6.929999828338623
2022-08-05,109,27019,0.5,4128.2099609375,,153,4130.0,0.48179054260253906,9.25
2022-08-08,134,27434,0.4,4148.14990234375,,133,4155.0,0.40700680017471313,7.699999809265137
2022-08-08,134,27434,0.5,4148.14990234375,,131,4150.0,0.4820883572101593,10.199999809265137
2022-08-09,42,27732,0.4,4121.97998046875,,108,4130.0,0.4031066596508026,8.399999618530273
2022-08-09,42,27732,0.5,4121.97998046875,,106,4125.0,0.469759076833725,10.399999618530273
2022-08-10,113,28193,0.4,4204.31005859375,,144,4210.0,0.42012616991996765,7.599999904632568
2022-08-10,113,28193,0.5,4204.31005859375,,142,4205.0,0.49962499737739563,9.899999618530273
2022-08-11,65,28535,0.4,4253.6201171875,,139,4260.0,0.40449634194374084,6.699999809265137
2022-08-11,65,28535,0.5,4253.6201171875,,137,4255.0,0.48956531286239624,9.0
2022-08-12,81,28941,0.4,4228.56982421875,,161,4235.0,0.4034055769443512,6.699999809265137
2022-08-12,81,28941,0.5,4228.56982421875,,159,4230.0,0.488122820854187,9.0
2022-08-15,15,29265,0.4,4264.97021484375,no_delta_match,-1,0.0,0.0,0.0
2022-08-15,15,29265,0.5,4264.97021484375,no_delta_match,-1,0.0,0.0,0.0
2022-08-16,98,29738,0.4,4287.75,,115,4295.0,0.38335058093070984,5.900000095367432
2022-08-16,98,29738,0.5,4287.75,,113,4290.0,0.4721633493900299,8.100000381469727
2022-08-17,127,30157,0.4,4263.7900390625,,137,4270.0,0.41687077283859253,7.980000019073486
2022-08-17,127,30157,0.5,4263.7900390625,,135,4265.0,0.4916611313819885,10.300000190734863
2022-08-18,105,30525,0.4,4278.35009765625,,108,4285.0,0.40018364787101746,6.699999809265137
2022-08-18,105,30525,0.5,4278.35009765625,,106,4280.0,0.48368555307388306,8.899999618530273
2022-08-19,36,30846,0.4,4240.6201171875,,179,4250.0,0.3968634009361267,9.100000381469727
2022-08-19,36,30846,0.5,4240.6201171875,,175,4240.0,0.5185418725013733,13.640000343322754
2022-08-22,87,31287,0.4,4150.97021484375,,105,4160.0,0.3757469356060028,6.800000190734863
2022-08-22,87,31287,0.5,4150.97021484375,,101,4150.0,0.5261556506156921,11.100000381469727
2022-08-23,51,31641,0.4,4156.64013671875,,97,4165.0,0.3884361982345581,7.25
2022-08-23,51,31641,0.5,4156.64013671875,,95,4160.0,0.46374768018722534,9.899999618530273
2022-08-24,146,32126,0.4,4154.47998046875,,113,4160.0,0.397862046957016,5.400000095367432
2022-08-24,146,32126,0.5,4154.47998046875,,111,4155.0,0.5008387565612793,7.699999809265137
2022-08-25,134,32504,0.4,4166.7900390625,,92,4175.0,0.3602586090564728,5.199999809265137
2022-08-25,134,32504,0.5,4166.7900390625,,88,4165.0,0.5437024235725403,9.899999618530273
2022-08-26,40,32800,0.4,4195.58984375,,179,4205.0,0.43013936281204224,15.0
2022-08-26,40,32800,0.5,4195.58984375,,175,4195.0,0.5136902928352356,19.200000762939453
2022-08-29,84,33234,0.4,4020.3701171875,,86,4030.0,0.3992716670036316,9.800000190734863
2022-08-29,84,33234,0.5,4020.3701171875,,82,4020.0,0.512734591960907,15.0
2022-08-30,142,33682,0.4,3990.860107421875,,83,4000.0,0.3933442533016205,8.699999809265137
2022-08-30,142,33682,0.5,3990.860107421875,,79,3990.0,0.5189116597175598,13.199999809265137
2022-08-31,130,34060,0.4,3986.139892578125,,100,3995.0,0.3895483911037445,8.0
2022-08-31,130,34060,0.5,3986.139892578125,,96,3985.0,0.5232831239700317,13.039999961853027
2022-09-01,111,34431,0.4,3916.3798828125,,78,3925.0,0.40180718898773193,9.100000381469727
2022-09-01,111,34431,0.5,3916.3798828125,,74,3915.0,0.5258440375328064,13.699999809265137
2022-09-02,102,34812,0.4,4010.199951171875,,122,4020.0,0.38162967562675476,8.0
2022-09-02,102,34812,0.5,4010.199951171875,,118,4010.0,0.5119368433952332,12.399999618530273
2022-09-06,20,35120,0.4,3915.830078125,no_delta_match,-1,0.0,0.0,0.0
2022-09-06,20,35120,0.5,3915.830078125,no_delta_match,-1,0.0,0.0,0.0
2022-09-07,115,35605,0.4,3944.590087890625,,99,3955.0,0.3739984333515167,7.800000190734863
2022-09-07,115,35605,0.5,3944.590087890625,,95,3945.0,0.5033935308456421,12.5
2022-09-08,79,35959,0.4,3994.889892578125,,104,4005.0,0.3871776759624481,8.8100004196167
2022-09-08,79,35959,0.5,3994.889892578125,,100,3995.0,0.5081154108047485,13.0
2022-09-09,27,36297,0.4,4039.070068359375,no_delta_match,-1,0.0,0.0,0.0
2022-09-09,27,36297,0.5,4039.070068359375,no_delta_match,-1,0.0,0.0,0.0
2022-09-12,48,36708,0.4,4116.5,,136,4125.0,0.4002135396003723,8.609999656677246
2022-09-12,48,36708,0.5,4116.5,,132,4115.0,0.5297890305519104,13.600000381469727
2022-09-13,88,37138,0.4,3986.409912109375,,100,3995.0,0.4106583297252655,10.199999809265137
2022-09-13,88,37138,0.5,3986.409912109375,,96,3985.0,0.5250902771949768,14.800000190734863
2022-09-14,113,37553,0.4,3951.2900390625,,112,3960.0,0.4125027358531952,10.699999809265137
2022-09-14,113,37553,0.5,3951.2900390625,,108,3950.0,0.5216501951217651,15.800000190734863
2022-09-15,84,37914,0.4,3916.89990234375,,88,3925.0,0.41893818974494934,10.850000381469727
2022-09-15,84,37914,0.5,3916.89990234375,,86,3920.0,0.474357932806015,13.199999809265137
2022-09-16,98,38318,0.4,3855.56005859375,,134,3865.0,0.41751623153686523,12.5
2022-09-16,98,38318,0.5,3855.56005859375,,130,3855.0,0.5132115483283997,16.799999237060547
2022-09-19,133,38743,0.4,3862.52001953125,,85,3870.0,0.4213050603866577,10.5
2022-09-19,133,38743,0.5,3862.52001953125,,83,3865.0,0.47803357243537903,12.300000190734863
2022-09-20,108,39108,0.4,3861.330078125,,85,3870.0,0.3962755799293518,8.5
2022-09-20,108,39108,0.5,3861.330078125,,81,3860.0,0.5262600183486938,13.100000381469727
2022-09-21,64,39454,0.4,3880.3701171875,,105,3900.0,0.41198447346687317,23.899999618530273
2022-09-21,64,39454,0.5,3880.3701171875,,97,3880.0,0.5091512203216553,33.0
2022-09-22,102,39882,0.4,3757.25,,78,3770.0,0.3798941373825073,10.300000190734863
2022-09-22,102,39882,0.5,3757.25,,74,3760.0,0.4799971878528595,14.75
2022-09-23,96,40266,0.4,3692.669921875,,95,3705.0,0.38316264748573303,10.350000381469727
2022-09-23,96,40266,0.5,3692.669921875,,91,3695.0,0.484701931476593,15.300000190734863
2022-09-26,29,40589,0.4,3699.800048828125,no_delta_match,-1,0.0,0.0,0.0
2022-09-26,29,40589,0.5,3699.800048828125,no_delta_match,-1,0.0,0.0,0.0
2022-09-27,23,40973,0.4,3701.6298828125,no_delta_match,-1,0.0,0.0,0.0
2022-09-27,23,40973,0.5,3701.6298828125,no_delta_match,-1,0.0,0.0,0.0
2022-09-28,104,41444,0.4,3681.60009765625,,103,3690.0,0.424034982919693,12.300000190734863
2022-09-28,104,41444,0.5,3681.60009765625,,99,3680.0,0.5225110054016113,17.8799991607666
2022-09-29,67,41797,0.4,3621.43994140625,,84,3635.0,0.3876288831233978,12.0
2022-09-29,67,41797,0.5,3621.43994140625,,78,3620.0,0.5204987525939941,19.0
2022-09-30,96,42216,0.4,3659.89990234375,,125,3670.0,0.4143933355808258,12.800000190734863
2022-09-30,96,42216,0.5,3659.89990234375,,121,3660.0,0.506460964679718,17.700000762939453
2022-10-03,58,42568,0.4,3658.110107421875,,104,3670.0,0.37510862946510315,9.0
2022-10-03,58,42568,0.5,3658.110107421875,,100,3660.0,0.48771917819976807,13.600000381469727
2022-10-04,45,42945,0.4,3782.320068359375,,135,3790.0,0.42556798458099365,11.300000190734863
2022-10-04,45,42945,0.5,3782.320068359375,,133,3785.0,0.47982656955718994,13.529999732971191
2022-10-05,35,43325,0.4,3737.830078125,,103,3750.0,0.3854655921459198,10.399999618530273
2022-10-05,35,43325,0.5,3737.830078125,,99,3740.0,0.48704585433006287,15.050000190734863
2022-10-06,66,43746,0.4,3750.760009765625,,102,3760.0,0.4193567931652069,12.5
2022-10-06,66,43746,0.5,3750.760009765625,,98,3750.0,0.5154207944869995,17.299999237060547
2022-10-07,126,44196,0.4,3669.52001953125,,112,3680.0,0.3900706171989441,9.600000381469727
2022-10-07,126,44196,0.5,3669.52001953125,,108,3670.0,0.5020534992218018,14.0
2022-10-10,69,44529,0.4,3613.239990234375,,91,3625.0,0.38437411189079285,9.970000267028809
2022-10-10,69,44529,0.5,3613.239990234375,,87,3615.0,0.4898355305194855,14.600000381469727
2022-10-11,66,44916,0.4,3586.43994140625,,80,3595.0,0.41291335225105286,10.5
2022-10-11,66,44916,0.5,3586.43994140625,,76,3585.0,0.5246365070343018,15.300000190734863
2022-10-12,93,45333,0.4,3597.18994140625,,93,3610.0,0.38113582134246826,10.5
2022-10-12,93,45333,0.5,3597.18994140625,,89,3600.0,0.47970208525657654,14.899999618530273
2022-10-13,148,45778,0.4,3637.6298828125,,129,3650.0,0.4051363170146942,13.899999618530273
2022-10-13,148,45778,0.5,3637.6298828125,,125,3640.0,0.48655861616134644,18.100000381469727
2022-10-14,68,46088,0.4,3632.139892578125,,135,3645.0,0.4137357473373413,16.1200008392334
2022-10-14,68,46088,0.5,3632.139892578125,,131,3635.0,0.4865616261959076,20.790000915527344
2022-10-17,95,46505,0.4,3667.889892578125,,133,3680.0,0.3818484842777252,10.0
2022-10-17,95,46505,0.5,3667.889892578125,,129,3670.0,0.4855848550796509,14.300000190734863
2022-10-18,74,46874,0.4,3729.080078125,,130,3740.0,0.39669445157051086,10.800000190734863
2022-10-18,74,46874,0.5,3729.080078125,,126,3730.0,0.49884411692619324,15.5
2022-10-19,97,47287,0.4,3710.159912109375,,126,3720.0,0.40366947650909424,10.699999809265137
2022-10-19,97,47287,0.5,3710.159912109375,,122,3710.0,0.5095551609992981,15.4399995803833
2022-10-20,75,47655,0.4,3721.580078125,,113,3730.0,0.4120868146419525,10.199999809265137
2022-10-20,75,47655,0.5,3721.580078125,,109,3720.0,0.526145875453949,15.399999618530273
2022-10-21,101,48071,0.4,3682.14990234375,,142,3695.0,0.38536953926086426,11.100000381469727
2022-10-21,101,48071,0.5,3682.14990234375,,138,3685.0,0.48002496361732483,15.399999618530273
2022-10-24,89,48449,0.4,3776.300048828125,,165,3785.0,0.4134756326675415,10.800000190734863
2022-10-24,89,48449,0.5,3776.300048828125,,161,3775.0,0.5223419666290283,15.600000381469727
2022-10-25,106,48856,0.4,3842.659912109375,,185,3850.0,0.4106573462486267,8.699999809265137
2022-10-25,106,48856,0.5,3842.659912109375,,183,3845.0,0.47762998938560486,11.0
2022-10-26,145,49285,0.4,3876.06005859375,,154,3885.0,0.37517207860946655,6.800000190734863
2022-10-26,145,49285,0.5,3876.06005859375,,150,3875.0,0.5245187878608704,11.390000343322754
2022-10-27,35,49565,0.4,3835.949951171875,,118,3845.0,0.4128044545650482,11.0
2022-10-27,35,49565,0.5,3835.949951171875,,114,3835.0,0.5191081762313843,16.100000381469727
2022-10-28,91,50011,0.4,3865.7900390625,,175,3875.0,0.3899521231651306,8.3100004196167
2022-10-28,91,50011,0.5,3865.7900390625,,171,3865.0,0.5198215842247009,12.699999809265137
2022-10-31,74,50384,0.4,3872.699951171875,,151,3885.0,0.3739352524280548,9.199999809265137
2022-10-31,74,50384,0.5,3872.699951171875,,147,3875.0,0.48263055086135864,13.100000381469727
2022-11-01,63,50763,0.4,3871.02001953125,,132,3880.0,0.39149659872055054,8.199999809265137
2022-11-01,63,50763,0.5,3871.02001953125,,128,3870.0,0.523518443107605,12.899999618530273
2022-11-02,47,51137,0.4,3833.239990234375,,129,3855.0,0.3916548788547516,20.200000762939453
2022-11-02,47,51137,0.5,3833.239990234375,,121,3835.0,0.497742235660553,28.299999237060547
2022-11-03,22,51502,0.4,3706.820068359375,no_delta_match,-1,0.0,0.0,0.0
2022-11-03,22,51502,0.5,3706.820068359375,no_delta_match,-1,0.0,0.0,0.0
2022-11-04,69,51939,0.4,3785.39990234375,,137,3795.0,0.3968189060688019,9.449999809265137
2022-11-04,69,51939,0.5,3785.39990234375,,133,3785.0,0.5135714411735535,14.300000190734863
2022-11-07,127,52387,0.4,3784.679931640625,,105,3790.0,0.43135663866996765,8.640000343322754
2022-11-07,127,52387,0.5,3784.679931640625,,103,3785.0,0.5041907429695129,10.75
2022-11-08,28,52678,0.4,3817.27001953125,no_delta_match,-1,0.0,0.0,0.0
2022-11-08,28,52678,0.5,3817.27001953125,no_delta_match,-1,0.0,0.0,0.0
2022-11-09,70,53110,0.4,3793.679931640625,,109,3805.0,0.39300066232681274,10.670000076293945
2022-11-09,70,53110,0.5,3793.679931640625,,105,3795.0,0.4952068328857422,15.800000190734863
2022-11-10,146,53576,0.4,3926.580078125,,168,3935.0,0.38933873176574707,7.599999904632568
2022-11-10,146,53576,0.5,3926.580078125,,164,3925.0,0.5294995903968811,12.800000190734863
2022-11-11,144,53964,0.4,3960.389892578125,,182,3970.0,0.37717849016189575,7.5
2022-11-11,144,53964,0.5,3960.389892578125,,178,3960.0,0.5136367678642273,12.020000457763672
2022-11-14,44,54254,0.4,3990.02001953125,,153,4000.0,0.39052584767341614,9.0
2022-11-14,44,54254,0.5,3990.02001953125,,149,3990.0,0.5102905035018921,13.699999809265137
2022-11-15,16,54616,0.4,4014.25,no_delta_match,-1,0.0,0.0,0.0
2022-11-15,16,54616,0.5,4014.25,no_delta_match,-1,0.0,0.0,0.0
2022-11-16,106,55096,0.4,3965.530029296875,,139,3975.0,0.3823741674423218,7.800000190734863
2022-11-16,106,55096,0.5,3965.530029296875,,135,3965.0,0.5161794424057007,12.520000457763672
2022-11-17,16,55396,0.4,3921.3798828125,no_delta_match,-1,0.0,0.0,0.0
2022-11-17,16,55396,0.5,3921.3798828125,no_delta_match,-1,0.0,0.0,0.0
2022-11-18,55,55825,0.4,3956.949951171875,,156,3965.0,0.4189916253089905,10.699999809265137
2022-11-18,55,55825,0.5,3956.949951171875,,154,3960.0,0.4748974144458771,12.899999618530273
2022-11-21,82,56242,0.4,3939.360107421875,,124,3945.0,0.4243004024028778,8.0
2022-11-21,82,56242,0.5,3939.360107421875,,122,3940.0,0.5009605288505554,10.300000190734863
2022-11-22,133,56683,0.4,3976.179931640625,,111,3980.0,0.4351528286933899,6.400000095367432
